Article,Articles référencés
9510055,"['9204060', '9205004', '9301042', '9301089', '9307038', '9309110', '9403054', '9406090', '9412077', '9501131', '9503212', '9504090', '9504145', '9505105', '9505162', '9506104', '9508155', '9509170']"
9510058,['9408016']
9510059,"['9201080', '9204095', '9207032', '9306137', '9306139', '9310004', '9504127', '9506180']"
9510060,['9211052']
9510061,"['9207102', '9210010', '9211109', '9302006', '9303133', '9304125', '9306033', '9404037', '9406005', '9411168', '9502108', '9503042', '9503118', '9509072']"
9510062,['9503128']
9510063,['9212083']
9510064,"['9204083', '9305010', '9305090', '9310144', '9312104', '9402107', '9407042']"
9510066,['9510057']
9510067,"['9207014', '9306067', '9311050', '9402141', '9406003', '9411137', '9411228', '9412165', '9501012']"
9510069,"['9209106', '9212153', '9305112', '9311022', '9409041', '9502045', '9504053']"
9510070,"['9304141', '9306002', '9309142', '9404108', '9407089', '9408004', '9503083']"
9510071,"['9304141', '9306002', '9309142', '9404108', '9407148', '9410026', '9501098', '9503083', '9504018', '9504104', '9506031']"
9510072,"['9207102', '9210010', '9302006', '9404037', '9406005', '9406203', '9411156', '9411168', '9502108', '9503042', '9503118', '9503159', '9509072']"
9510074,"['9408099', '9502072', '9504090', '9504145', '9509160', '9510017']"
9510075,"['9405111', '9406124', '9406214', '9408049', '9504030', '9504084', '9504138', '9505093', '9506096', '9506133']"
9510076,"['9307178', '9308027', '9310138', '9311144', '9404146', '9407033', '9504001', '9504125', '9509135']"
9510077,"['9212103', '9307075', '9410048']"
9510079,"['9308083', '9308122', '9401139', '9402032', '9408074', '9408099', '9410167', '9411048', '9411057', '9501030', '9502072', '9503124', '9504006', '9504034', '9504090', '9505105', '9505150', '9505162', '9506075', '9506110', '9506112', '9507113', '9507115', '9508089', '9508155', '9509009', '9509106', '9509148', '9509160']"
9510080,"['9401025', '9402002', '9406067', '9409021', '9412162', '9505073', '9507022', '9507160', '9508094', '9509102', '9509108', '9509148']"
9510082,"['9307075', '9311111', '9408001', '9411027', '9412128', '9509037']"
9510084,"['9202069', '9306002', '9404108', '9407148', '9501098', '9501105']"
9510085,"['9411175', '9507134']"
9510086,"['9305142', '9410167', '9412184', '9501030', '9501068', '9503124', '9504027', '9504047', '9504090', '9504095', '9504145', '9505053', '9505105', '9505162', '9506112', '9506126', '9506194', '9507048', '9507158', '9508143', '9508154', '9509148', '9510017']"
9510087,"['9312206', '9405194', '9407023', '9409104', '9412228', '9505173', '9509035']"
9510088,"['9204060', '9307038', '9309110', '9402148', '9501131']"
9510090,"['9312102', '9407007', '9502113']"
9510091,['9406048']
9510092,"['9210021', '9305055', '9308112', '9401139', '9409011', '9409177', '9411242', '9502122', '9503045', '9506052', '9509013', '9509123']"
9510093,"['9204060', '9304104', '9407087', '9410167', '9503124', '9504027', '9504047', '9504145', '9505105', '9505162', '9506091', '9506110', '9506112', '9507050', '9507115', '9507158', '9508155', '9509009']"
9510094,"['9205068', '9410206', '9505018', '9505046', '9506006', '9508033', '9508073', '9510009']"
9510095,"['9211114', '9309022', '9310060', '9401118', '9405023', '9409138', '9410042', '9411112', '9507070', '9507118']"
9510096,['9310103']
9510097,"['9203070', '9205051', '9205081', '9211056', '9308042', '9311120', '9312058', '9401003', '9402002', '9406067', '9406105', '9408040', '9409021', '9409060', '9409119', '9410167', '9412162', '9412184', '9503029', '9503084', '9503124', '9505052', '9505073', '9506065', '9506106', '9506113', '9507022', '9507048', '9507090', '9507160', '9508058', '9509106', '9509108', '9509148']"
9510098,"['9205051', '9205081', '9207053', '9209125', '9401139', '9402002', '9409119', '9410167', '9501068', '9502099', '9503124', '9504090', '9505045', '9505052', '9505073', '9507090', '9507160', '9508058']"
9510099,"['9210098', '9304005', '9312186', '9401136']"
9510100,"['9410167', '9503124']"
9510101,"['9301042', '9306122', '9407087', '9408074', '9411048', '9411057', '9503163', '9504102', '9505075', '9505100', '9507008', '9509161', '9509175', '9509176']"
9510102,"['9308012', '9308063']"
9510103,"['9304102', '9308124', '9401006', '9401139', '9402073', '9406206', '9410104', '9410230', '9502065', '9502126', '9503045', '9504148', '9507112', '9510028', '9510034']"
9510104,"['9209049', '9307111', '9311015', '9405176', '9409019', '9509020', '9509027', '9510013']"
9510105,['9308028']
9510106,"['9208035', '9303025', '9307158', '9308129', '9310170', '9402007', '9403096', '9404162', '9407190', '9409043', '9410167', '9503124', '9504090', '9505162', '9508139']"
9510107,['9505159']
9510108,"['9204089', '9205086', '9305128', '9305130', '9505177', '9510021']"
9510109,"['9204072', '9205028', '9205069', '9205089', '9206020', '9206070', '9209012', '9211095', '9311007', '9407015', '9409179']"
9510113,"['9304131', '9412132']"
9510114,"['9206039', '9401065']"
9510115,"['9306069', '9308139', '9404135', '9408039', '9410103', '9412138', '9502074', '9507035']"
9510116,"['9312206', '9401161', '9405109', '9405194', '9412228']"
9510117,"['9203033', '9211021', '9305025', '9308023', '9401069', '9404092', '9406216', '9407005', '9410136', '9506027', '9509074']"
9510118,"['9202014', '9410073', '9503124', '9507143']"
9510119,"['9405187', '9506176']"
9510120,"['9201063', '9209058', '9503024']"
9510122,"['9204026', '9305030', '9502114']"
9510123,"['9302075', '9408144', '9502114']"
9510124,"['9204026', '9206048', '9305030', '9403008']"
9510125,"['9202014', '9204026', '9503034']"
9510126,"['9202014', '9204026', '9211011', '9410103', '9503034']"
9510127,"['9202014', '9204026', '9211011', '9503034']"
9510128,"['9204026', '9211011', '9410103']"
9510129,"['9407087', '9408099', '9408155', '9411048', '9411057', '9412158', '9503179', '9504080', '9504102', '9505075', '9505100', '9505150', '9506102', '9506181', '9507008', '9507032', '9508155', '9509130', '9509175', '9509176']"
9510130,"['9203070', '9301042', '9307013', '9307066', '9410052', '9501069', '9508039']"
9510131,"['9207101', '9210152', '9406215', '9412142', '9412229', '9412237', '9506023', '9509026']"
9510133,"['9301019', '9305020', '9408088']"
9510134,"['9202014', '9206016', '9207016', '9210015', '9210031', '9211118', '9305066', '9306069', '9402002', '9406009', '9406059', '9406067', '9406105', '9408040', '9409021', '9411187', '9412184', '9504027', '9504047', '9504147', '9506106', '9506131', '9506200', '9507022', '9508045', '9509050', '9509108', '9510097']"
9510135,"['0208020', '9402032', '9407031', '9408074', '9410167', '9412184', '9501068', '9503124', '9504090', '9508117', '9508143', '9508156', '9509148', '9510017', '9510101']"
9510136,"['9306132', '9412136', '9502081', '9503204', '9504132', '9509028']"
9510137,"['9206084', '9301038', '9302133', '9307045', '9312047', '9312118', '9401096', '9402156', '9406207', '9409168', '9412120', '9503134', '9503190', '9504091', '9504094']"
9510138,"['9204102', '9211097', '9407087', '9408099', '9505190']"
9510139,"['9407128', '9407194', '9503002', '9503235', '9507043', '9507114']"
9510141,"['9211035', '9311100', '9501043', '9506004']"
9510142,"['9404151', '9406032', '9407087', '9408099', '9409110', '9409188', '9410167', '9501030', '9503124', '9503208', '9504090', '9504145', '9505025', '9505105', '9505162', '9506048', '9506075', '9506110', '9506112', '9507012', '9507050', '9507113', '9507121', '9508144', '9508154', '9508155', '9509009', '9510093']"
9510143,"['9304047', '9401017', '9401021', '9407047', '9410091', '9411004', '9502161', '9503157']"
9510144,"['9305163', '9309034', '9311147', '9402037', '9405067', '9412167']"
9510145,"['9401031', '9505136', '9505139']"
9510146,"['9405187', '9510119']"
9510147,"['9401031', '9501016', '9505176']"
9510148,"['9407087', '9408013', '9408099', '9411149', '9503086', '9503179', '9504113', '9505004', '9505006', '9505051', '9505067', '9505082', '9505088', '9506077', '9506084', '9506148', '9507018', '9507169', '9509066']"
9510149,"['9303160', '9307183', '9402039', '9509166']"
9510152,"['9301024', '9408019', '9504025', '9510033']"
9510153,"['9409111', '9502107', '9506101', '9507121']"
9510154,"['9204083', '9212090', '9212149', '9301003', '9301068', '9303046', '9305047', '9305097', '9307085', '9310041', '9310134', '9310144', '9310165', '9401062', '9402097', '9402107', '9404004', '9404175', '9407114', '9408046', '9408115', '9501075', '9501099', '9503020', '9507060', '9510155']"
9510155,"['9204083', '9212090', '9212149', '9301003', '9301068', '9303046', '9305047', '9305097', '9307085', '9310041', '9310134', '9310144', '9310165', '9402097', '9402107', '9404004', '9404175', '9408115', '9409098', '9411021', '9411025', '9412203', '9501075', '9501099', '9503020', '9507060', '9510154']"
9510156,"['9303048', '9305016', '9401070', '9407001', '9407118', '9412020', '9412161', '9501127']"
9510157,"['9212068', '9309045', '9407175', '9410067', '9502024', '9503184', '9505144', '9507036']"
9510158,"['9203077', '9211109', '9410114']"
9510159,"['9303103', '9506138', '9507094']"
9510160,['9505169']
9510161,"['9402032', '9403040', '9407031', '9410167', '9412184', '9503124', '9504081', '9504090', '9504145', '9506160', '9507158', '9508143', '9510017', '9510086', '9510135']"
9510163,['9210128']
9510164,"['9310151', '9503030', '9509115']"
9510165,['9401021']
9510166,"['9210128', '9305010', '9308060', '9309033', '9309154', '9401017', '9407154', '9505039', '9505091']"
9510167,['9509084']
9510168,"['9211102', '9301046', '9301086', '9303013', '9304056', '9305114', '9307056', '9312043', '9403073', '9408086', '9408136', '9410033', '9411009', '9412030', '9412154', '9501088', '9501134', '9502118', '9507072', '9508050', '9508079', '9508110']"
9510169,"['0208020', '9407031', '9412184', '9506160', '9506194', '9507012', '9507121', '9509070', '9510017']"
9510171,"['9211053', '9303108', '9304140', '9306044', '9310130', '9405014', '9501028', '9501029', '9501059', '9507010']"
9510172,['9508118']
9510173,"['9503124', '9506035', '9506160', '9506194', '9509141', '9510169']"
9510174,"['9304042', '9309154']"
9510175,"['9211097', '9212060', '9404185', '9407055', '9410209', '9503141', '9507057']"
9510176,"['9310019', '9310166', '9403143', '9505174']"
9510177,"['9505175', '9507074', '9510083', '9510135']"
9510178,"['9305142', '9402002', '9406067', '9406105', '9409021', '9412162', '9503029', '9504027', '9504047', '9506106', '9507022', '9507090', '9508094', '9512162']"
9510179,"['9209120', '9301098', '9407087']"
9510180,['9410103']
9510181,"['9204099', '9505037', '9506079']"
9510182,"['9201056', '9203071', '9204030', '9204102', '9205009', '9205068', '9205070', '9207091', '9209085', '9211072', '9212045', '9301033', '9303017', '9305139', '9305185', '9308052', '9308083', '9308151', '9309133', '9309140', '9310008', '9310026', '9401139', '9402002', '9402032', '9404025', '9404151', '9406175', '9407031', '9407087', '9407190', '9408099', '9410167', '9411057', '9411188', '9411234', '9412184', '9412200', '9412209', '9501020', '9502077', '9503124', '9504006', '9504034', '9504090', '9504108', '9504129', '9504145', '9505023', '9505053', '9505105', '9505106', '9505150', '9505162', '9506110', '9506112', '9506122', '9506210', '9507050', '9507115', '9507153', '9510017', '9510093']"
9510183,"['9304135', '9407087', '9408036', '9408074', '9408099', '9410167', '9411048', '9411057', '9411135', '9503124', '9504027', '9504047', '9504090', '9504102', '9505035', '9505075', '9505100', '9505105', '9505150', '9505162', '9506102', '9507008', '9507121', '9507144', '9508155', '9509161', '9509162', '9509175', '9509176', '9510086', '9510129']"
9510184,"['9202057', '9206027', '9206049', '9411093']"
9510185,"['9204023', '9305059', '9403019', '9405095', '9406054', '9408104', '9502076', '9504084']"
9510186,"['9204035', '9204040', '9206016', '9207091', '9209016', '9210068', '9304154', '9305185', '9407087', '9408036', '9408099', '9502072', '9503022', '9504006', '9505097']"
9510187,"['9304029', '9304133', '9305010', '9307040', '9312104', '9312188', '9402122', '9404184', '9407042', '9409062', '9412056', '9501075', '9509170', '9510154', '9510155']"
9510188,"['9308116', '9508148']"
9510189,"['9202012', '9303030', '9307075', '9311111', '9312019', '9407081', '9408001']"
9510190,"['9302109', '9304154', '9305068', '9401139', '9402002', '9405124', '9406105', '9410073', '9410167', '9503124', '9505073', '9506052', '9507022', '9507048', '9507160', '9508042', '9508058']"
9510193,"['9504055', '9505063', '9507133']"
9510194,"['9304029', '9305010', '9307040', '9307107', '9312104', '9312188', '9402122', '9412056', '9510064', '9510187']"
9510195,"['9301122', '9304057', '9306147', '9312206', '9405109', '9405194', '9407061', '9409021', '9505052', '9505173', '9509035', '9510087']"
9510197,"['9311050', '9412165', '9501012']"
9510198,"['9406068', '9504097', '9509158']"
9510199,"['9203030', '9207097', '9301038', '9302133', '9303127', '9304011', '9306002', '9306153', '9307045', '9310098', '9310136', '9312047', '9312118', '9312158', '9312175', '9401096', '9404079', '9406207', '9411021', '9412120', '9412203', '9501135', '9502014', '9502132', '9503190', '9504094', '9508099', '9509071']"
9510200,"['9402032', '9407031', '9410167', '9411178', '9501030', '9503072', '9503124', '9504027', '9504047', '9504090', '9509132', '9510017']"
9510201,"['9205018', '9209007', '9302050', '9502030', '9502031', '9505009', '9508034', '9508174']"
9510202,"['9301052', '9309046', '9404071', '9410050', '9412074', '9507143', '9509050']"
9510204,"['9211097', '9306102', '9407087', '9408099', '9411004', '9411149', '9411160', '9501022', '9503157', '9505035', '9505075', '9505100', '9509161', '9509162', '9509175', '9509176', '9510101', '9510143', '9510182']"
9510205,"['9404187', '9504028']"
9510206,"['9406047', '9501026', '9503132', '9509075', '9509079', '9510140']"
9510207,"['9407087', '9408099', '9410167', '9411048', '9411057', '9503124', '9504090', '9504145', '9505023', '9505105', '9505162', '9507158']"
9510208,"['9203030', '9207097', '9301038', '9304011', '9306153', '9412203', '9510137', '9510199']"
9510209,"['0208020', '9310035', '9404101', '9407031', '9412184', '9501068', '9503124', '9506156', '9506160', '9506194', '9507048', '9508143', '9508154', '9509106', '9509148', '9510017', '9510086', '9510169']"
9510210,"['9402092', '9404110', '9409098', '9411021', '9411025', '9412203', '9503041']"
9510211,"['9308153', '9405121', '9408158']"
9510212,"['9301067', '9404123', '9409089', '9501106', '9508057']"
9510213,"['9201004', '9201020', '9203051', '9204071', '9208035', '9209115', '9303156', '9304046', '9309039', '9312168', '9405113', '9406206', '9410024', '9410237', '9411003', '9411055', '9501113', '9502141']"
9510215,"['9302008', '9304023', '9404138', '9507150']"
9510216,"['9307036', '9309025', '9310071', '9501113', '9502141', '9503069', '9510220']"
9510217,"['9310015', '9403067', '9404112']"
9510218,"['9302103', '9308083', '9308122', '9309140', '9403187', '9405035', '9406055', '9506091']"
9510219,['9502142']
9510220,"['9208048', '9404162', '9405095', '9406054', '9501113', '9503069']"
9510221,['9205043']
9510222,"['9402032', '9402044', '9408099', '9408155', '9411149', '9503086', '9503179', '9504080', '9504113', '9505004', '9505051', '9505062', '9505067', '9505075', '9505088', '9505100', '9506077', '9506084', '9509066', '9509130']"
9510223,"['9203025', '9204012', '9205068', '9205070', '9208024', '9209020', '9410206', '9505018', '9505046', '9506006', '9508073']"
9510224,"['9201013', '9203043', '9208046', '9211097', '9303100', '9304047', '9309154', '9312104', '9312210', '9401017', '9401021', '9407087', '9408099', '9411048', '9503157', '9505035', '9505039', '9509161', '9509162', '9510101', '9510143', '9510165', '9510183', '9510204']"
